id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,121,3,1,0,1
2,255,4,1,1,1
3,250,4,1,1,1
4,91,3,1,1,1
5,113,4,1,1,1
6,216,4,2,0,1
7,226,4,2,0,1
8,186,4,2,1,1
9,51,2,2,1,1
10,102,1,2,1,1
11,273,4,2,0,1
12,150,1,2,0,1
13,61,2,2,0,1
14,161,4,3,0,1
15,234,1,3,0,1
16,173,3,3,0,1
17,18,2,4,0,1
18,65,2,4,1,1
19,256,1,4,1,1
20,205,1,4,1,1
21,137,3,4,1,1
22,2,1,4,1,1
23,99,4,4,0,1
24,216,1,4,0,1
25,212,3,4,1,1
26,270,1,4,1,1
27,84,4,5,0,1
28,96,2,5,1,1
29,189,1,5,0,1
30,11,3,5,1,1
31,187,1,5,1,1
32,33,1,5,0,1
33,219,2,5,0,1
34,173,1,6,0,1
35,264,3,6,1,1
36,111,1,6,1,1
37,35,3,6,1,1
38,179,4,6,1,1
39,226,3,6,1,1
40,197,4,6,0,1
41,95,1,6,1,1
42,211,4,7,1,1
43,64,4,7,0,1
44,55,3,7,1,1
45,167,4,7,0,1
46,108,4,8,0,1
47,144,2,8,0,1
48,242,4,8,0,1
49,48,1,8,0,1
50,252,1,8,0,1
