id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,58,4,1,1,1
2,117,2,1,0,1
3,236,3,1,1,1
4,119,1,1,1,1
5,109,3,1,0,1
6,229,1,1,0,1
7,223,3,1,0,1
8,150,4,1,0,1
9,33,4,1,0,1
10,177,1,1,0,1
11,130,4,1,0,1
12,132,1,1,0,1
13,256,4,1,0,1
14,37,1,1,0,1
15,197,4,1,0,1
16,79,1,1,1,1
17,20,1,1,0,1
18,204,4,1,0,1
19,271,4,1,1,1
20,162,4,1,0,1
21,224,4,1,0,1
22,34,3,1,1,1
23,228,3,1,1,1
24,49,4,1,0,1
25,70,3,1,0,1
26,205,4,1,0,1
27,74,1,1,0,1
28,101,4,1,1,1
29,155,3,1,1,1
30,68,4,1,0,1
31,276,4,1,0,1
32,259,4,1,0,1
33,210,1,1,1,1
34,152,4,1,1,1
35,248,4,1,1,1
36,277,4,1,0,1
37,170,4,1,0,1
38,46,3,1,1,1
39,42,2,1,0,1
40,238,1,1,0,1
41,17,4,1,0,1
42,148,1,1,0,1
43,77,1,1,0,1
44,143,1,1,0,1
45,41,1,1,1,1
46,92,4,1,0,1
47,257,1,1,0,1
48,146,1,1,1,1
49,179,1,1,0,1
50,75,3,1,0,1
51,213,4,2,1,1
52,240,2,2,1,1
53,145,4,2,0,1
54,123,1,2,1,1
55,128,3,2,1,1
56,53,1,2,1,1
57,139,1,2,1,1
58,106,4,2,1,1
59,254,3,2,1,1
60,265,4,2,0,1
61,86,1,2,1,1
62,19,3,2,1,1
63,40,3,2,0,1
64,268,4,2,0,1
65,104,4,2,1,1
66,57,4,2,1,1
67,207,4,2,0,1
68,120,1,2,0,1
69,113,4,2,0,1
70,168,3,2,1,1
71,17,4,2,0,1
72,250,4,2,1,1
73,16,1,2,0,1
74,279,4,2,0,1
75,3,3,2,0,1
76,212,3,2,0,1
77,276,4,2,0,1
78,112,4,2,0,1
79,178,4,2,0,1
80,118,2,2,0,1
81,263,1,2,0,1
82,219,3,2,1,1
83,126,1,2,1,1
84,172,4,2,1,1
85,92,1,2,1,1
86,242,1,2,1,1
87,138,1,2,1,1
