id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,221,3,1,0,1
2,134,1,1,0,1
3,153,1,1,0,1
4,95,3,1,0,1
5,223,4,1,1,1
6,123,3,1,0,1
7,170,4,1,0,1
8,142,4,1,0,1
9,243,3,1,0,1
10,106,3,1,0,1
11,160,1,1,0,1
12,8,2,1,0,1
13,199,2,1,0,1
14,150,4,2,1,1
15,82,1,2,1,1
16,6,4,2,0,1
17,231,1,2,0,1
18,211,4,2,0,1
19,280,2,2,1,1
20,199,2,2,0,1
21,4,4,2,1,1
22,90,4,2,0,1
23,149,2,3,0,1
24,76,1,3,0,1
25,236,4,3,0,1
26,47,1,3,0,1
27,97,1,3,1,1
28,68,3,3,1,1
29,248,3,3,1,1
30,25,1,3,0,1
31,259,3,3,0,1
32,154,1,3,0,1
33,240,4,3,0,1
34,164,4,3,0,1
35,141,4,3,1,1
36,37,3,3,1,1
37,195,1,3,1,1
38,192,4,3,1,1
39,45,1,3,0,1
40,113,3,3,0,1
41,77,3,3,1,1
42,105,3,4,0,1
43,263,3,4,0,1
44,127,3,4,1,1
45,247,1,4,0,1
46,77,4,4,0,1
47,190,2,4,1,1
48,215,1,4,1,1
49,260,4,5,0,1
50,2,1,5,0,1
51,35,1,5,1,1
52,179,4,5,1,1
53,102,3,5,0,1
54,23,1,5,0,1
55,191,4,5,1,1
56,229,4,5,1,1
57,89,2,5,1,1
58,40,1,5,0,1
59,176,4,6,1,1
60,140,1,6,1,1
61,173,2,6,1,1
62,276,1,6,1,1
63,271,4,6,0,1
64,203,4,6,0,1
65,237,2,6,1,1
66,194,3,6,1,1
67,257,1,6,0,1
68,87,4,6,0,1
69,241,1,6,0,1
70,27,1,6,0,1
71,187,1,6,1,1
72,143,1,6,0,1
73,157,2,7,1,1
74,173,4,7,0,1
75,24,4,7,1,1
76,5,4,7,0,1
77,7,4,7,1,1
78,264,4,7,1,1
79,2,3,8,0,1
80,83,4,8,1,1
81,204,4,8,0,1
82,160,2,8,1,1
83,143,4,8,1,1
84,40,4,8,1,1
85,127,2,8,1,1
86,233,3,8,0,1
87,194,1,8,0,1
88,35,4,8,1,1
89,41,1,8,1,1
90,28,4,8,1,1
