id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,182,1,1,1,1
2,131,4,1,1,1
3,100,3,1,1,1
4,83,3,1,0,1
5,62,4,1,1,1
6,55,3,2,1,1
7,105,1,2,0,1
8,52,4,2,0,1
9,241,4,2,0,1
10,177,4,2,0,1
11,258,4,2,1,1
12,148,4,3,0,1
13,230,2,3,1,1
14,220,3,3,0,1
15,56,1,3,1,1
16,27,3,3,1,1
17,34,4,4,0,1
18,262,4,4,1,1
19,258,2,4,0,1
20,279,4,4,1,1
21,151,4,4,1,1
22,276,4,5,0,1
23,174,1,5,0,1
24,212,1,5,0,1
25,238,4,5,0,1
26,108,1,5,1,1
27,188,3,5,0,1
28,147,1,6,1,1
29,116,4,6,0,1
30,278,4,6,1,1
31,248,1,7,0,1
32,9,2,7,1,1
33,160,1,7,0,1
34,177,2,7,1,1
35,38,1,7,1,1
36,104,1,7,0,1
37,166,4,8,1,1
38,160,2,8,1,1
39,189,1,8,0,1
40,44,4,8,1,1
