id_request,id_bus_stop,No_person,id_train,is_last,id_train_station
1,176,4,1,0,1
2,140,3,1,1,1
3,116,3,1,1,1
4,40,1,1,1,1
5,28,4,1,1,1
6,29,2,1,0,1
7,168,3,1,1,1
8,151,3,1,0,1
9,156,1,1,0,1
10,247,3,1,0,1
11,188,1,1,0,1
12,166,4,1,0,1
13,155,1,1,1,1
14,76,1,1,1,1
15,222,1,1,0,1
16,134,3,1,1,1
17,73,1,1,1,1
18,232,3,1,0,1
19,125,1,1,0,1
20,259,4,1,0,1
21,97,4,1,1,1
22,144,4,1,0,1
23,150,1,1,1,1
24,37,2,1,0,1
25,242,2,1,0,1
26,92,4,1,1,1
27,53,1,1,0,1
28,170,1,1,1,1
29,64,4,1,1,1
30,88,4,1,0,1
31,69,2,1,0,1
32,58,4,1,0,1
33,109,2,1,1,1
34,6,4,1,0,1
35,81,2,1,0,1
36,181,1,1,0,1
37,84,2,1,1,1
38,264,4,1,0,1
39,54,1,1,0,1
40,182,2,1,1,1
41,16,4,1,0,1
42,45,3,2,0,1
43,200,3,2,1,1
44,273,1,2,1,1
45,254,1,2,0,1
46,102,3,2,0,1
47,98,1,2,0,1
48,167,1,2,0,1
49,116,1,2,1,1
50,75,2,2,0,1
51,131,4,2,1,1
52,97,4,2,0,1
53,59,1,2,0,1
54,130,1,2,0,1
55,229,1,2,1,1
56,210,4,2,1,1
57,159,1,2,1,1
58,31,2,2,0,1
59,263,3,2,0,1
60,87,4,2,1,1
61,150,4,2,0,1
62,239,1,2,1,1
63,201,1,2,0,1
64,168,4,2,1,1
65,50,1,2,0,1
66,139,1,2,0,1
67,179,1,2,1,1
68,155,3,2,1,1
69,21,1,2,0,1
70,105,1,2,1,1
71,211,4,2,0,1
72,89,1,2,0,1
73,4,4,2,0,1
74,80,1,2,0,1
75,244,4,2,1,1
76,256,2,2,1,1
77,242,4,2,0,1
78,162,4,2,1,1
79,171,2,3,0,1
80,256,4,3,0,1
81,87,1,3,1,1
82,241,1,3,0,1
83,211,2,3,0,1
84,40,1,3,1,1
85,230,4,3,1,1
86,269,1,3,0,1
87,172,4,3,1,1
88,136,2,3,0,1
89,90,4,3,1,1
90,154,1,3,0,1
91,121,1,3,0,1
92,2,1,3,1,1
93,188,2,3,1,1
94,76,4,3,1,1
95,240,4,3,1,1
96,20,4,3,1,1
97,206,1,3,0,1
98,219,4,3,0,1
99,47,4,3,0,1
100,103,4,3,1,1
101,262,4,3,0,1
102,209,4,3,0,1
103,141,2,3,0,1
104,16,1,3,0,1
105,5,4,3,1,1
106,11,1,3,0,1
107,129,1,3,0,1
108,218,4,3,0,1
109,37,3,3,1,1
110,71,1,3,1,1
111,250,1,3,0,1
112,274,3,3,0,1
113,114,1,3,0,1
114,149,3,3,1,1
115,60,4,3,1,1
116,144,1,3,1,1
117,111,1,3,0,1
118,245,2,3,0,1
119,45,2,3,1,1
120,176,3,3,0,1
121,249,4,3,0,1
122,156,1,4,1,1
123,94,1,4,0,1
124,48,1,4,0,1
125,18,1,4,0,1
126,234,1,4,0,1
127,143,4,4,0,1
128,112,1,4,0,1
129,51,1,4,0,1
130,4,1,4,1,1
131,185,3,4,1,1
132,47,1,4,0,1
133,188,1,4,1,1
134,76,1,4,0,1
135,142,1,4,1,1
136,77,1,4,1,1
137,108,1,4,0,1
138,39,4,4,1,1
139,207,4,4,0,1
140,78,4,4,0,1
141,253,3,4,1,1
